Code,Name,결산월,상장일,시가총액,유통시가총액,"P/E(Adj., FY End)","P/B(Adj., FY End)","P/S(Adj., FY End)","P/FCF1(Adj., FY End)",EV/EBITDA,EV/EBIT,"DPS(보통주, 현금+주식, 연간)",year,수정주가,ROA,비유동부채,자산총계
A049080,기가레인,12,20131219,123930947000.0,75188905545.0,-7.07,1.46,1.53,-3.88,-17.73,-8.36,0.0,2016,2686,6.1,22653622.0,133237615.0
A049120,파인디앤씨,12,20010726,33135526200.0,24414255704.0,98.38,0.58,0.2,-104.95,7.5,29.97,25.0,2016,9270,1.87,1698055.0,66542352.0
A049180,셀루메드,12,20020523,186555640950.0,177059958826.0,-10.26,2.88,6.56,-13.79,-24.56,-14.93,0.0,2016,17259,-20.75,2391416.0,68305647.0
A049430,코메론,12,20010116,83422560000.0,49778241552.0,6.23,0.74,1.12,6.05,2.33,2.75,160.0,2016,11450,7.42,1055175.0,96982463.0
A049470,SGA,12,20011011,95449868340.0,76464889527.0,-59.88,1.93,1.15,-5.89,18.36,27.54,0.0,2016,2450,6.35,7389217.0,62261227.0
A049480,오픈베이스,12,20010109,101337185175.0,75090854215.0,24.36,1.89,0.83,36.65,12.29,20.48,25.0,2016,3800,3.09,9239585.0,81501196.0
A049520,유아이엘,12,20010802,140697004500.0,69476180822.0,10.42,0.89,0.31,16.94,3.21,4.76,700.0,2016,5203,11.22,3578155.0,183669273.0
A049550,잉크테크,12,20020228,77670516500.0,52722746600.0,-2.73,2.33,0.69,-23.32,-25.79,-10.14,0.0,2016,6834,-8.74,53054052.0,138971210.0
A049630,재영솔루텍,12,20030124,76474668000.0,30880470938.0,81.62,2.59,0.53,41.23,16.09,34.41,0.0,2016,2554,0.4,73200924.0,151803726.0
A049720,고려신용정보,12,20020131,44187000000.0,21196503900.0,11.84,3.04,0.57,42.13,6.74,7.89,175.0,2016,2710,5.45,1340042.0,23511755.0
A049770,동원F&B,12,20001123,1161596324000.0,333726623885.0,26.68,2.91,0.79,39.96,14.56,21.51,2500.0,2016,198000,6.53,163826427.0,759423296.0
A049800,우진플라임,12,20060524,48150000000.0,28629990000.0,-2.51,0.66,0.24,-1.98,-33.51,-12.94,0.0,2016,7970,-0.06,141014153.0,349801297.0
A049830,승일,12,20010118,77877822400.0,23674858010.0,12.41,0.64,0.69,-2.39,7.71,10.9,85.0,2016,15600,5.57,8989078.0,154566713.0
A049950,미래컴퍼니,12,20050104,137511862600.0,51415685426.0,24.38,1.14,1.3,-9.58,14.78,18.81,170.0,2016,17820,-8.53,4343167.0,80877083.0
A049960,쎌바이오텍,12,20021213,579040000000.0,330631840000.0,30.66,6.41,10.84,48.17,21.99,23.28,550.0,2016,48650,19.95,37678.0,58790473.0
A050090,휘닉스소재,12,20040629,82801958150.0,64833933231.0,-14.12,3.74,3.99,-452.92,70.11,181.23,0.0,2016,1630,-16.78,10782800.0,98164952.0
A050110,캠시스,12,20010517,161474339840.0,128678901418.0,183.59,0.98,0.23,-4.04,6.76,12.56,0.0,2016,2955,1.46,11208061.0,217365315.0
A050120,라이브플렉스,12,20020425,70067185920.0,58183791188.0,89.07,1.38,1.39,-12.79,-25.54,-14.89,0.0,2016,852,-1.19,632777.0,44914173.0
A050320,에스아이티글로벌,12,20020115,304840981800.0,256615138479.0,-32.06,10.84,2.99,-25.04,-35.95,-32.87,0.0,2016,3570,-5.3,1111060.0,16140284.0
A050540,한국코퍼레이션,12,20051212,100112105835.0,79889460456.0,-11.18,3.68,0.91,-20.34,-19.85,-16.03,0.0,2016,4690,0.38,1887680.0,82440003.0
A050760,에스폴리텍,12,20020516,32669356000.0,20385678144.0,-16.05,0.58,0.27,-8.59,23.13,-67.56,25.0,2016,2905,-4.21,1405081.0,95770019.0
A050860,아세아텍,6,20100126,57400000000.0,32362120000.0,18.31,0.59,0.55,7.37,10.51,16.87,75.0,2016,3520,2.84,395334.0,92560908.0
A050890,쏠리드,12,20050708,112960635560.0,82766257675.0,32.26,1.1,0.65,-18.39,12.76,17.66,0.0,2016,3415,7.38,4527280.0,188824782.0
A051160,지어소프트,12,20020528,19814679350.0,14771843455.0,-12.85,2.09,0.57,-6.79,-21.22,-11.27,0.0,2016,2010,-7.96,914220.0,22296057.0
A051170,썬코어,12,20011023,161304143700.0,153029241128.0,-12.18,4.47,3.08,-620.3,-25.7,-16.17,0.0,2016,3335,-4.71,13549835.0,63334335.0
A051360,토비스,12,20041119,159647903900.0,125084132706.0,5.79,0.96,0.31,5.8,3.92,5.04,160.0,2016,8470,18.81,1477007.0,242316794.0
A051370,인터플렉스,12,20030122,171997056000.0,77553472550.0,-2.01,0.82,0.34,,-9.84,-2.6,0.0,2016,25226,-9.14,21297552.0,580655842.0
A051380,피씨디렉트,12,20020215,35006719440.0,26209530845.0,182.78,1.33,0.16,-8.15,88.9,105.48,20.0,2016,4240,-0.44,311050.0,47974643.0
A051390,YW,12,20011115,40936101640.0,27013733472.0,-36.24,0.5,3.42,-7.54,17.26,27.82,100.0,2016,4500,1.19,1658477.0,89262324.0
A051490,나라엠앤디,12,20010612,70290000000.0,46742850000.0,21.02,1.05,0.62,-12.55,10.14,21.47,100.0,2016,4015,2.93,4228325.0,126198203.0
A051500,CJ프레시웨이,12,20010726,631568375200.0,330310260230.0,86.84,4.78,0.46,-17.11,34.31,71.48,200.0,2016,39000,1.47,58376639.0,648328531.0
A051600,한전KPS,12,20071214,3118500000000.0,1473179400000.0,23.57,5.09,3.39,-123.77,15.27,17.7,680.0,2016,54200,19.05,44902632.0,922843397.0
A051630,진양화학,12,20010129,49440000000.0,17126016000.0,15.43,1.31,0.56,27.97,9.24,12.66,75.0,2016,3750,11.61,3593392.0,46041577.0
A051780,큐로홀딩스,12,20010626,115228600590.0,94095675242.0,66.16,2.31,4.8,-22.99,19.16,25.68,0.0,2016,2565,-3.95,261937.0,56204205.0
A051900,LG생활건강,12,20010425,15134032893000.0,9054691879882.0,40.41,8.64,3.49,61.8,22.8,27.13,7500.0,2016,857000,9.76,860547379.0,2691745380.0
A051910,LG화학,12,20010425,22432767350000.0,14787680237120.0,21.06,1.86,1.2,20.97,8.36,15.04,5000.0,2016,261000,4.8,603829000.0,15893446000.0
A051980,넥스트바이오홀딩스,12,20010731,97599812300.0,66045792983.0,-5.35,10.54,5.83,-9.82,-5.76,-5.62,0.0,2016,2350,-18.83,3263030.0,36414856.0
A052020,에스티큐브,12,20010705,172066934400.0,145069632393.0,-18.02,4.94,21.1,-12.05,-20.03,-19.06,0.0,2016,5000,-33.54,3192327.0,31428037.0
A052190,이에스에이,12,20010621,44587800000.0,29851532100.0,-2.88,8.1,16.01,-6.0,-3.53,-2.83,0.0,2016,6550,-19.14,,24805044.0
A052220,iMBC,12,20050121,97865000000.0,40829278000.0,73.8,2.11,1.67,-13.85,37.9,167.04,45.0,2016,3820,,164804.0,71053071.0
A052260,SK바이오랜드,12,20010517,357000000000.0,241546200000.0,38.45,3.4,5.13,66.09,23.12,29.56,250.0,2016,17950,7.4,18858114.0,143294587.0
A052270,우전,12,20010605,39788670570.0,21366516096.0,-0.53,1.59,0.17,-2.63,-11.04,-5.1,0.0,2016,380,-27.04,10027757.0,237153719.0
A052290,트레이스,12,20010531,114073459260.0,106362093414.0,-7.08,3.43,2.74,-16.49,-18.81,-11.51,0.0,2016,1990,-24.97,6750000.0,73345222.0
A052300,W홀딩컴퍼니,12,20010802,80507117170.0,74251714166.0,17.33,1.74,4.63,-39.48,20.42,22.7,0.0,2016,924,-10.58,1689996.0,36000120.0
A052330,코텍,12,20010710,182222258400.0,121177801836.0,6.97,0.83,0.67,41.6,3.45,3.69,300.0,2016,13950,3.46,3608758.0,182316630.0
A052400,코나아이,12,20011018,334521037000.0,253165520802.0,18.5,2.62,2.46,47.19,9.68,12.57,0.0,2016,12100,9.25,2501421.0,267499543.0
A052420,오성첨단소재,12,20010807,117385934260.0,101010596431.0,-1.79,1.69,1.94,3.75,-60.97,-15.55,0.0,2016,7645,-29.3,30624353.0,164115813.0
A052460,아이크래프트,12,20050103,67492251840.0,46758632075.0,29.37,2.03,1.18,-12.46,20.3,21.81,100.0,2016,3656,3.05,,42017413.0
A052600,한네트,12,20010710,40762042500.0,22382437537.0,18.88,1.07,1.36,21.94,3.15,7.23,120.0,2016,4850,3.76,287643.0,62355343.0
A052670,제일바이오,12,20020124,73650000000.0,54596745000.0,74.55,2.33,1.82,-63.81,43.75,61.17,0.0,2016,4590,4.06,871055.0,23761675.0
A052690,한전기술,12,20091214,1245972000000.0,381516626400.0,42.59,3.16,2.01,-10.13,27.85,40.2,110.0,2016,23650,7.12,54715729.0,777612450.0
A052710,아모텍,12,20030801,198765482400.0,147324975555.0,13.16,1.37,0.65,18.13,6.47,10.76,0.0,2016,21950,-0.74,66310824.0,325640276.0
A052770,와이디온라인,12,20020822,163922763000.0,92026239148.0,855.1,13.42,3.25,-115.55,25.07,104.39,0.0,2016,4025,-20.2,,25119917.0
A052790,액토즈소프트,12,20010814,275334503400.0,130618688413.0,-49.88,2.98,3.51,-2.19,73.4,-352.95,0.0,2016,13350,-35.1,3684151.0,159210975.0
A052860,아이앤씨,12,20091006,41881970880.0,28747784812.0,-1.37,1.31,4.07,-4.34,-1.61,-1.53,0.0,2016,2575,-19.72,10607482.0,70409708.0
A052900,KMH하이텍,12,20050118,67820649900.0,53164607457.0,133.06,1.9,1.22,-21.09,21.12,78.34,0.0,2016,1560,4.28,3734287.0,51717251.0
A053030,바이넥스,12,20010807,600007046400.0,525726174056.0,-51.91,3.44,7.26,-8.13,310.43,-110.08,0.0,2016,16950,7.89,3491141.0,128676935.0
A053050,지에스이,12,20011011,55799832060.0,22922571010.0,10.66,1.0,0.45,6.7,6.76,10.94,60.0,2016,2145,2.9,38306278.0,137122506.0
A053060,세동,12,20010817,27745810400.0,13037756307.0,-4.77,0.9,0.15,-14.78,10.72,-85.43,0.0,2016,1890,-1.62,23312515.0,116531116.0
A053110,소리바다,12,20011009,126947299200.0,116258336607.0,-29.4,17.04,5.2,-31.88,-32.31,-28.37,0.0,2016,1530,-25.48,744269.0,21165693.0
A053160,프리엠스,12,20011030,52740000000.0,17198514000.0,20.67,0.78,1.42,16.7,7.11,8.26,50.0,2016,11150,5.69,652624.0,38021103.0
A053210,스카이라이프,12,20110603,801017930500.0,341634147358.0,11.38,1.68,1.25,71.21,3.91,7.81,415.0,2016,17300,8.08,13258255.0,670211420.0
A053260,금강철강,12,20020104,87048000000.0,35028115200.0,11.74,0.72,0.5,18.09,4.28,4.79,100.0,2016,5350,4.53,2613472.0,125689698.0
A053270,구영테크,12,20020207,40874969310.0,17330986987.0,10.51,0.73,0.25,5.17,6.77,13.88,0.0,2016,2241,1.47,10430459.0,101546298.0
A053280,예스24,12,20080507,138632000000.0,64242068800.0,88.7,2.05,0.43,39.15,6.29,7.6,120.0,2016,5910,,21340404.0,167085620.0
A053290,NE능률,12,20021210,53705175000.0,16208221815.0,8.7,0.79,0.85,1559.35,3.19,5.52,70.0,2016,6430,4.75,1919492.0,60659355.0
A053300,한국정보인증,12,20140204,254549600000.0,156267999440.0,58.92,6.09,9.07,66.54,31.59,45.29,50.0,2016,5660,7.13,785289.0,59427601.0
A053350,이니텍,12,20011115,158525237160.0,64963642188.0,12.46,1.31,0.73,-5.66,3.62,5.89,0.0,2016,7020,3.93,778712.0,90672886.0
A053450,세코닉스,12,20010809,169659900550.0,128754898527.0,18.59,1.34,0.68,-5.74,8.63,26.93,200.0,2016,14061,6.76,36932595.0,204431936.0
A053590,한국테크놀로지,12,20010823,149779494990.0,121246501194.0,-5.72,11.1,19.62,-8.14,-6.89,-6.76,0.0,2016,3209,2.9,4276988.0,36809243.0
A053610,프로텍,12,20010817,75240000000.0,45196668000.0,6.98,0.68,1.0,-3.33,5.37,5.84,150.0,2016,10709,12.94,13783876.0,124198006.0
A053620,태양,12,20010807,88580000000.0,35033390000.0,25.98,0.6,0.59,-1.66,6.25,8.31,190.0,2016,12050,4.64,4586402.0,157238661.0
A053660,현진소재,12,20020215,39311358090.0,33646591389.0,-0.46,1.19,0.16,0.54,-3.45,-2.81,0.0,2016,5771,-12.8,52378569.0,448241791.0
A053690,한미글로벌,12,20090623,131352614800.0,89937135354.0,16.43,1.35,0.66,2.68,5.77,6.42,300.0,2016,8870,4.97,7288877.0,97504629.0
A053700,삼보모터스,12,20011106,94386746250.0,50827262856.0,5.35,0.63,0.11,-13.72,3.93,8.34,70.0,2016,6857,4.42,35149670.0,224578362.0
A053800,안랩,12,20010913,715990632500.0,416420151862.0,68.22,4.37,6.05,66.55,35.13,57.63,700.0,2016,57800,4.86,1359314.0,187875137.0
A053810,아이팩토리,12,20020719,6656977020.0,51985859710.0,-1.11,0.37,0.53,0.42,29.83,29.83,0.0,2016,1520,-18.21,2960453.0,50773483.0
A053950,경남제약,12,20011106,87737332800.0,69452872644.0,36.47,4.72,1.97,15.86,19.15,21.9,0.0,2016,4840,1.16,3785482.0,47896460.0
A053980,오상자이엘,12,20020409,187240155100.0,118691534318.0,-7.21,3.48,3.05,-140.4,-7.67,-7.19,0.0,2016,8450,3.23,3049960.0,85321759.0
A054040,한국컴퓨터,12,20020115,58419139150.0,30821937816.0,6.84,0.57,0.19,5.04,-0.01,-0.02,130.0,2016,6360,6.63,2356549.0,109131429.0
A054050,농우바이오,12,20020402,327470000000.0,154500346000.0,610.63,1.77,16.5,-336.52,175.45,484.49,0.0,2016,15950,7.88,3383094.0,181307031.0
A054090,삼진엘앤디,12,20040206,74404713700.0,54724666926.0,7.76,0.75,0.26,-12.47,4.15,7.46,0.0,2016,2820,-4.5,17202553.0,123858709.0
A054180,중앙오션,6,20011016,62956800000.0,38391056640.0,12.41,2.16,2.52,-24.58,12.86,15.24,0.0,2016,1990,3.7,15424926.0,45123117.0
A054210,이랜텍,12,20020509,132686574600.0,74689272842.0,6.95,0.8,0.17,10.39,6.36,10.32,80.0,2016,5850,1.15,11610428.0,222741271.0
A054220,비츠로시스,3,20011226,58606131240.0,40215527257.0,48.38,0.98,0.96,-3.93,26.82,44.64,0.0,2016,1630,-10.42,2810226.0,142819739.0
A054300,팬스타엔터프라이즈,12,20020110,65040066630.0,51771893037.0,-72.53,3.41,2.28,-46.39,291.78,-338.03,0.0,2016,1471,-3.73,1298238.0,19306435.0
A054340,피앤텔,12,20020110,22680000000.0,11421648000.0,-2.19,0.62,1.01,-2.83,-3.55,-2.07,0.0,2016,1345,-34.2,179346.0,54481123.0
A054410,케이피티,12,20020425,44477400000.0,22007417520.0,11.78,2.2,2.51,228.48,10.51,11.51,50.0,2016,9190,4.55,12358611.0,58008678.0
A054450,텔레칩스,12,20041210,94934633540.0,58147463043.0,52.11,1.25,1.28,-10.22,15.95,63.93,130.0,2016,8512,1.53,14193136.0,95472159.0
A054540,삼영엠텍,12,20011115,46052411800.0,35243910751.0,41.78,0.53,0.43,1.98,8.08,18.46,90.0,2016,7150,0.29,21887715.0,135645909.0
A054620,APS홀딩스,12,20011204,496833243400.0,403378910316.0,52.55,3.8,1.54,-7.75,21.55,32.45,0.0,2016,22240,0.52,55079967.0,211430492.0
A054630,에이디칩스,12,20011113,24079160640.0,21235411768.0,-10.1,4.09,1.62,-9.06,-44.05,-34.45,0.0,2016,2031,-26.87,4309185.0,11194503.0
A054670,대한뉴팜,12,20020226,231831958000.0,134485718836.0,53.47,2.81,2.46,116.48,21.93,29.41,50.0,2016,19350,2.04,6207526.0,130467536.0
A054780,키이스트,12,20031114,262954527255.0,198504372625.0,73.21,5.52,2.52,507.87,13.27,32.44,0.0,2016,12850,9.76,564028.0,61361600.0
A054800,아이디스홀딩스,12,20010927,172807525200.0,97256075183.0,11.02,0.84,0.43,12.74,0.41,0.53,150.0,2016,15100,-6.97,17827530.0,178856304.0
A054920,한컴시큐어,12,20011101,45939200000.0,28234232320.0,-13.22,1.01,3.38,-25.43,-80.58,-33.56,0.0,2016,4065,-0.39,3846450.0,90883878.0
A054930,유신,12,20020115,34200000000.0,15742260000.0,30.58,0.37,0.21,-3.38,-3.6,-4.75,200.0,2016,12850,,16609882.0,147246734.0
A054940,엑사이엔씨,12,20011213,73313541080.0,58548193906.0,15.27,1.06,0.41,5.18,4.28,5.67,0.0,2016,1965,9.36,471237.0,59583351.0
A054950,제이브이엠,12,20060607,317178490800.0,174511605638.0,67.37,3.25,3.97,209.46,28.6,54.6,320.0,2016,42950,,3076916.0,161218189.0
A056000,신스타임즈,12,20030711,50675400000.0,42009906600.0,-5.82,3.42,3.99,-12.11,-8.5,-7.48,0.0,2016,3980,-10.03,450000.0,56426301.0
A056080,유진로봇,12,20011113,107846182560.0,92844778566.0,-66.91,5.67,3.29,-26.74,-261.31,-92.58,0.0,2016,3980,,3723550.0,38804786.0
A056090,유앤아이,12,20151112,183879525900.0,127263019875.0,-174.2,2.84,9.68,-15.87,278.06,-388.45,0.0,2016,14550,4.89,10563080.0,35113859.0
A056190,에스에프에이,12,20011218,1023399660000.0,518147247858.0,28.79,1.76,1.69,-25.98,17.52,21.86,1120.0,2016,32250,6.87,16381382.0,584502904.0
A056360,코위버,12,20011204,57017376000.0,37916555040.0,5.16,0.55,0.8,4.66,2.61,2.97,70.0,2016,5800,9.07,993163.0,81672051.0
A056700,신화인터텍,12,20011213,121201978560.0,102124787135.0,-15.34,0.69,0.32,3.09,11.98,-425.71,50.0,2016,3675,3.48,12963537.0,219984216.0
A056730,포스링크,12,20020104,80357962095.0,74033790478.0,-8.56,6.32,4.67,-34.37,-252.97,-125.13,0.0,2016,2081,-20.13,6516368.0,32337767.0
A057030,와이비엠넷,12,20040608,71449612860.0,20899011762.0,446.42,1.14,1.0,-6.74,19.22,92.29,150.0,2016,8340,1.11,2184591.0,87155754.0
A057050,현대홈쇼핑,12,20100913,1566000000000.0,904991400000.0,12.47,1.01,1.55,,9.82,10.52,1500.0,2016,111500,8.77,8388990.0,1432503310.0
A057500,SKC 솔믹스,12,20011226,80773556570.0,43601565836.0,-1.92,4.08,0.91,1.7,7.49,17.37,0.0,2016,4770,-4.43,105286785.0,275890560.0
A057540,옴니시스템,12,20070919,101290747350.0,79604398342.0,14.19,1.68,1.39,-30.1,8.98,11.89,0.0,2016,2610,3.98,4354057.0,72927208.0
A057680,옴니텔,12,20020618,56935454400.0,43572703252.0,-21.37,4.41,1.35,,-44.19,-30.36,0.0,2016,2621,4.46,3045050.0,22605106.0
A057880,토필드,12,20031229,21709967400.0,16968510520.0,-2.99,1.01,1.33,-3.46,-3.19,-3.01,0.0,2016,3085,-52.7,1418920.0,58356407.0
A058110,멕아이씨에스,12,20151214,41337165000.0,27261860318.0,10.7,3.09,3.09,-14.08,9.73,10.69,0.0,2016,5990,,7314709.0,20233705.0
A058220,아리온,12,20050805,41935189450.0,31434618012.0,9.66,0.79,0.27,-5.59,9.84,12.98,0.0,2016,4135,0.45,4411674.0,56502541.0
A058370,비엔씨컴퍼니,12,20020219,42100290020.0,30619540932.0,-3.25,3.04,2.39,-12.25,-5.0,-4.87,0.0,2016,1555,-28.33,204263.0,19052798.0
A058400,KNN,12,20101103,160239961200.0,95791448805.0,14.2,0.56,1.57,-983.69,6.08,10.2,20.0,2016,1140,3.06,3213000.0,183132020.0
A058420,제이웨이,12,20020110,42174555000.0,34519873268.0,171.17,3.99,3.0,58.65,8.45,26.27,0.0,2016,2913,-33.65,215614.0,7203739.0
A058430,포스코강판,12,20020816,145800000000.0,62883540000.0,11.38,0.61,0.13,6.45,6.73,14.24,1000.0,2016,29700,-0.52,16411507.0,423833493.0
A058450,일야,12,20020117,127629000000.0,72352880100.0,32.29,3.7,1.4,37.94,19.95,42.06,0.0,2016,7358,7.98,9910607.0,42112227.0
A058470,리노공업,12,20011218,586831245000.0,378212737403.0,21.91,3.98,7.19,68.94,14.01,16.05,900.0,2016,43350,19.63,837993.0,166577596.0
A058530,크레아플래닛,12,20020205,129076402945.0,111263859339.0,327.32,4.95,5.81,-26.63,66.72,98.6,0.0,2016,3520,-6.66,3936978.0,41980108.0
A058610,에스피지,12,20020723,91590267160.0,56044084475.0,18.27,1.19,0.65,43.65,11.89,18.07,100.0,2016,5600,3.27,10736556.0,134656575.0
A058630,엠게임,12,20081219,110442795000.0,89403442553.0,66.97,4.29,3.49,35.37,16.44,23.5,0.0,2016,5380,-16.38,1702122.0,46381043.0
A058650,세아홀딩스,12,20010730,582000000000.0,58782000000.0,4.52,0.34,0.13,1.1,3.6,5.73,1750.0,2016,129000,4.09,18068079.0,969933027.0
A058730,동아에스텍,12,20040802,60560650000.0,37916790950.0,7.91,0.78,0.49,,4.7,6.05,200.0,2016,6180,5.93,830639.0,106205861.0
A058820,CMG제약,12,20010831,372614369680.0,274654051891.0,-51.37,4.05,6.93,-47.07,-99.95,-48.59,0.0,2016,3032,0.28,346480.0,58127098.0
A058850,KTcs,12,20100916,135311450000.0,90618078065.0,10.82,0.9,0.13,-210.41,3.52,4.42,80.0,2016,2480,,3635031.0,201733148.0
A058860,케이티스,12,20101217,154868900000.0,105744484920.0,11.01,1.04,0.36,-2.64,6.18,7.45,80.0,2016,3700,4.73,11675643.0,216233937.0
A059090,미코,12,20020115,86615203360.0,60379458262.0,27.25,1.27,0.53,7.73,3.9,6.02,0.0,2016,3130,0.24,7055968.0,81049533.0
A059100,아이컴포넌트,12,20081216,136443425000.0,101513908200.0,15.46,2.77,1.6,30.0,8.26,14.61,100.0,2016,13850,-4.32,7069322.0,53554324.0
A059120,아진엑스텍,12,20140724,40648600000.0,22710372820.0,24.87,1.35,1.96,-58.04,13.99,23.17,200.0,2016,5146,10.56,1413635.0,29326634.0
A059210,메타바이오메드,12,20080415,138369973480.0,107001500492.0,107.28,1.76,1.26,-19.19,16.68,30.36,10.0,2016,4825,-4.12,1011345.0,78187346.0
A060150,인선이엔티,12,20020614,224542500000.0,155495681250.0,-127.54,1.42,2.15,-15.91,38.14,92.46,0.0,2016,6510,-1.91,40342275.0,273930292.0
A060230,이그잭스,12,20020625,33929182215.0,27574246386.0,-3.14,1.76,0.41,-15.76,-227.0,-15.97,0.0,2016,1225,-16.16,20658437.0,67677563.0
A060240,룽투코리아,12,20020104,180972000000.0,100385168400.0,221.25,6.5,11.64,-31.52,136.24,300.63,0.0,2016,9270,-16.38,1356092.0,18052815.0
A060250,NHN한국사이버결제,12,20020108,329854934750.0,193756788672.0,50.04,5.19,2.45,-53.03,17.74,36.27,35.0,2016,11167,7.27,311006.0,147887837.0
A060260,뉴보텍,12,20020205,42705149465.0,38349224220.0,58.31,2.44,1.1,13.93,20.08,44.22,0.0,2016,4825,-2.54,1388412.0,26058673.0
A060280,큐렉소,12,20020703,181406248180.0,107065967676.0,-17.9,4.96,6.11,-5.5,-6.53,-6.03,0.0,2016,4998,-55.76,273583.0,60534701.0
A060300,레드로버,12,20020110,278167951160.0,210628772618.0,-29.4,2.92,6.82,,-49.32,-39.19,0.0,2016,5720,2.39,7894701.0,91478352.0
A060310,3S,3,20020423,99777133920.0,91525564945.0,-28.72,2.82,4.12,30.97,190.3,-48.26,0.0,2016,2785,-8.08,7303332.0,66434160.0
A060370,KT서브마린,12,20020215,123735000000.0,70454709000.0,28.95,1.16,1.81,-2.06,12.5,32.39,50.0,2016,4930,7.92,5473413.0,111876658.0
A060380,동양에스텍,12,20020205,30450000000.0,13845615000.0,-14.33,0.6,0.21,10.4,-34.14,-19.35,100.0,2016,3685,-3.12,10731000.0,101711794.0
A060480,국일신동,12,20141229,29998450000.0,8045584290.0,37.54,0.59,0.83,11.4,17.26,26.61,50.0,2016,4175,2.59,6258293.0,53599347.0
A060540,에스에이티,12,20061128,41908363060.0,24399048974.0,6.62,0.73,0.91,9.99,3.4,3.9,0.0,2016,2250,3.33,7806988.0,62071478.0
A060560,홈센타홀딩스,12,20020711,75592046310.0,49021442032.0,17.51,0.71,0.63,10212.76,11.01,15.67,50.0,2016,2282,-0.68,12081316.0,124782968.0
A060570,아이리버,12,20031219,126406036740.0,64606125378.0,264.25,3.49,3.02,-10.26,51.46,296.96,0.0,2016,5400,5.02,4724744.0,65252246.0
A060590,씨티씨바이오,12,20020221,263990764950.0,219402724750.0,97.92,2.66,2.26,-12.01,43.14,71.95,0.0,2016,10500,-2.27,17576870.0,153330013.0
A060720,KH바텍,12,20020521,393000000000.0,263820900000.0,16.2,1.16,0.46,-7.22,5.81,10.41,50.0,2016,13550,4.89,3906640.0,391089152.0
A060900,퍼시픽바이오,12,20020917,42209080200.0,37431985959.0,-9.31,7.09,4.94,-4.54,-8.24,-7.45,0.0,2016,1260,-57.44,,23783651.0
A060910,프리젠,12,20021213,4904031480.0,10674717375.0,-20.23,1.7,2.45,-91.43,58.16,-72.99,0.0,2016,920,-48.68,40489.0,4968364.0
A060980,한라홀딩스,12,20100519,599549350500.0,419864410155.0,9.25,0.76,0.78,33.78,8.47,9.48,1250.0,2016,60600,32.01,391901000.0,1247554064.0
A061040,알에프텍,12,20020516,84836000000.0,63593065600.0,16.88,0.96,0.25,8.1,3.62,5.98,0.0,2016,5040,-3.35,1319959.0,163647176.0
A061250,화일약품,12,20020418,96553418600.0,69663291520.0,17.1,0.88,0.88,-13.39,10.68,14.44,150.0,2016,8110,3.36,11992639.0,122924472.0
A061460,한진피앤씨,12,20020411,220799046300.0,95870945903.0,133.68,4.12,2.65,216.73,29.11,57.9,0.0,2016,2580,1.12,7131356.0,120596288.0
A061970,엘비세미콘,12,20110131,109023634080.0,52265930178.0,-7.77,0.78,0.59,2.49,7.89,-35.21,0.0,2016,3265,-1.42,62826461.0,228745634.0
A062860,티엘아이,12,20060725,75099801880.0,62452995243.0,53.37,0.65,0.54,4.02,4.55,-629.45,100.0,2016,7130,-0.75,1574022.0,124621882.0
A063080,게임빌,12,20090730,583752652000.0,382182861264.0,25.19,2.36,3.32,631.58,15.56,17.82,0.0,2016,48700,11.31,20000.0,207446045.0
A063160,종근당바이오,12,20011211,143549473050.0,93106188220.0,21.69,1.11,1.35,-95.07,7.53,17.79,400.0,2016,22452,-0.65,14710776.0,165068245.0
A063170,서울옥션,12,20080701,326507750000.0,199463584475.0,28.39,5.18,6.7,-17.63,24.4,24.91,100.0,2016,9750,4.73,4326998.0,76774204.0
A063440,에프엔씨애드컬쳐,12,20020530,32191254825.0,28991444095.0,-3.29,2.07,2.22,-227.92,-39.13,-16.68,0.0,2016,1580,-20.08,1333808.0,24913678.0
A063570,한국전자금융,12,20060714,177942661560.0,94327404893.0,17.67,1.73,1.1,15.87,5.24,11.72,80.0,2016,6140,11.33,1186207.0,129501917.0
A064090,에프앤리퍼블릭,12,20021217,110299518340.0,98056271804.0,-38.43,18.75,12.28,,-58.8,-52.1,0.0,2016,1570,21.85,92500.0,18242150.0
A064240,홈캐스트,12,20030611,245626636840.0,196968000082.0,24.09,1.97,1.94,-1409.07,19.38,21.15,0.0,2016,17600,1.45,3382307.0,112178377.0
A064260,다날,12,20040723,155004521100.0,123368098343.0,740.69,1.67,1.69,17.19,107.01,-240.91,35.0,2016,4452,0.12,2955001.0,181346082.0
A064290,인텍플러스,12,20110105,32051648850.0,22612438264.0,65.63,1.61,1.29,67.69,21.0,40.44,0.0,2016,3850,-15.11,5660917.0,33258390.0
A064350,현대로템,12,20131030,1504500000000.0,822660600000.0,-4.07,0.92,0.38,-1.9,-17.67,-12.74,0.0,2016,18150,-0.35,1150762314.0,4035083839.0
A064480,브리지텍,12,20080604,75061700000.0,48970253080.0,10.28,1.51,1.24,-14.24,5.46,6.59,200.0,2016,6930,7.76,2360379.0,51485260.0
A064520,바른전자,12,20021204,183221870370.0,161271890300.0,36.95,3.48,0.7,,16.3,34.19,0.0,2016,1499,1.11,12214957.0,106060658.0
